GEOID,total_vap_acs5_23,white_vap_acs5_23,black_vap_acs5_23,amin_vap_acs5_23,asian_vap_acs5_23,nhpi_vap_acs5_23,other_vap_acs5_23,two_or_more_races_vap_acs5_23,non_hispanic_white_vap_acs5_23,hispanic_vap_acs5_23,non_hispanic_pop_acs5_23,non_hispanic_white_pop_acs5_23,non_hispanic_black_pop_acs5_23,non_hispanic_amin_pop_acs5_23,non_hispanic_asian_pop_acs5_23,non_hispanic_nhpi_pop_acs5_23,non_hispanic_other_pop_acs5_23,non_hispanic_two_or_more_races_pop_acs5_23,non_hispanic_two_or_more_races_including_other_pop_acs5_23,non_hispanic_two_or_more_races_excluding_other_pop_acs5_23,hispanic_pop_acs5_23,hispanic_white_pop_acs5_23,hispanic_black_pop_acs5_23,hispanic_amin_pop_acs5_23,hispanic_asian_pop_acs5_23,hispanic_nhpi_pop_acs5_23,hispanic_other_pop_acs5_23,hispanic_two_or_more_races_pop_acs5_23,hispanic_two_or_more_races_including_other_pop_acs5_23,hispanic_two_or_more_races_excluding_other_pop_acs5_23
13193,9705.0,3370.0,5780.0,21.0,136.0,0.0,195.0,203.0,3287.0,314.0,11429.0,3916.0,7062.0,21.0,188.0,0.0,68.0,174.0,0.0,174.0,524.0,83.0,0.0,0.0,0.0,0.0,340.0,101.0,82.0,19.0
13195,23690.0,19459.0,2091.0,45.0,393.0,0.0,670.0,1032.0,19205.0,1212.0,28787.0,24274.0,2853.0,20.0,600.0,0.0,179.0,861.0,86.0,775.0,2127.0,276.0,0.0,25.0,0.0,0.0,913.0,913.0,853.0,60.0
13197,5957.0,3626.0,1704.0,40.0,40.0,0.0,306.0,241.0,3560.0,390.0,6886.0,4322.0,2133.0,16.0,60.0,0.0,10.0,345.0,53.0,292.0,588.0,98.0,22.0,36.0,0.0,0.0,421.0,11.0,0.0,11.0
13199,16274.0,9731.0,5966.0,16.0,62.0,10.0,71.0,418.0,9622.0,321.0,20188.0,11757.0,7926.0,17.0,62.0,10.0,36.0,380.0,94.0,286.0,569.0,230.0,0.0,1.0,0.0,0.0,99.0,239.0,239.0,0.0
13201,4531.0,3115.0,1142.0,33.0,31.0,23.0,10.0,177.0,3115.0,115.0,5690.0,3854.0,1604.0,43.0,39.0,43.0,31.0,76.0,0.0,76.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,0.0
13205,16538.0,8107.0,7729.0,48.0,4.0,0.0,447.0,203.0,7927.0,682.0,20369.0,9799.0,9800.0,68.0,4.0,0.0,196.0,502.0,10.0,492.0,1072.0,325.0,62.0,0.0,0.0,0.0,405.0,280.0,104.0,176.0
13207,22852.0,16808.0,5094.0,74.0,212.0,0.0,160.0,504.0,16610.0,542.0,28137.0,20849.0,6250.0,48.0,313.0,0.0,37.0,640.0,82.0,558.0,782.0,377.0,0.0,50.0,0.0,0.0,171.0,184.0,184.0,0.0
13209,6898.0,4681.0,1680.0,14.0,36.0,0.0,246.0,241.0,4581.0,416.0,8057.0,5675.0,1979.0,14.0,53.0,0.0,5.0,331.0,3.0,328.0,618.0,192.0,12.0,0.0,0.0,0.0,344.0,70.0,55.0,15.0
13211,16005.0,11979.0,3265.0,0.0,105.0,0.0,139.0,517.0,11931.0,465.0,19875.0,15091.0,4350.0,0.0,105.0,0.0,0.0,329.0,53.0,276.0,739.0,48.0,122.0,0.0,0.0,0.0,214.0,355.0,355.0,0.0
13213,30663.0,27168.0,234.0,140.0,135.0,131.0,1185.0,1670.0,25509.0,4019.0,33995.0,32351.0,193.0,14.0,151.0,136.0,124.0,1026.0,342.0,684.0,6287.0,2805.0,53.0,323.0,0.0,0.0,1432.0,1674.0,1438.0,236.0
13215,153256.0,64016.0,71137.0,286.0,4051.0,237.0,5027.0,8502.0,61425.0,10981.0,187499.0,76497.0,93760.0,140.0,5111.0,307.0,1042.0,10642.0,2210.0,8432.0,16884.0,3764.0,1731.0,230.0,212.0,34.0,6215.0,4698.0,3690.0,1008.0
13217,85961.0,37928.0,40323.0,89.0,1281.0,0.0,1626.0,4714.0,36983.0,4692.0,107717.0,46630.0,54367.0,89.0,1630.0,0.0,197.0,4804.0,557.0,4247.0,7813.0,1841.0,438.0,0.0,0.0,0.0,2280.0,3254.0,2659.0,595.0
13219,31575.0,26744.0,1153.0,159.0,1340.0,345.0,360.0,1474.0,26494.0,1570.0,40322.0,35334.0,1343.0,110.0,1812.0,38.0,41.0,1644.0,278.0,1366.0,2466.0,461.0,82.0,163.0,0.0,345.0,510.0,905.0,839.0,66.0
13221,11935.0,9154.0,1843.0,20.0,77.0,10.0,375.0,456.0,9007.0,638.0,14255.0,11208.0,2421.0,0.0,121.0,10.0,15.0,480.0,54.0,426.0,966.0,232.0,0.0,20.0,20.0,0.0,497.0,197.0,197.0,0.0
13223,129492.0,87586.0,28626.0,451.0,1716.0,80.0,2885.0,8148.0,84825.0,9578.0,160036.0,110767.0,37822.0,91.0,2391.0,149.0,282.0,8534.0,1554.0,6980.0,14256.0,4395.0,490.0,455.0,0.0,0.0,3852.0,5064.0,4065.0,999.0
13225,22250.0,10730.0,9771.0,97.0,135.0,49.0,692.0,776.0,10172.0,1770.0,25684.0,12273.0,12125.0,18.0,93.0,73.0,17.0,1085.0,199.0,886.0,2585.0,946.0,115.0,130.0,42.0,20.0,778.0,554.0,513.0,41.0
13227,27693.0,25940.0,130.0,38.0,158.0,22.0,198.0,1207.0,25672.0,897.0,32903.0,31507.0,168.0,54.0,158.0,22.0,37.0,957.0,129.0,828.0,1294.0,336.0,2.0,0.0,0.0,0.0,257.0,699.0,416.0,283.0
13229,15047.0,12891.0,1424.0,50.0,0.0,0.0,35.0,647.0,12681.0,620.0,18961.0,16409.0,1965.0,48.0,0.0,0.0,6.0,533.0,188.0,345.0,1035.0,519.0,0.0,2.0,0.0,0.0,49.0,465.0,454.0,11.0
13231,14945.0,13164.0,1376.0,5.0,114.0,0.0,119.0,167.0,12962.0,274.0,19128.0,16884.0,1665.0,3.0,86.0,0.0,90.0,400.0,49.0,351.0,412.0,261.0,0.0,2.0,31.0,0.0,34.0,84.0,84.0,0.0
13233,32371.0,25138.0,3696.0,184.0,444.0,0.0,1203.0,1706.0,24041.0,3507.0,37522.0,30699.0,5144.0,11.0,444.0,0.0,329.0,895.0,67.0,828.0,5843.0,2050.0,35.0,197.0,0.0,0.0,1412.0,2149.0,2077.0,72.0
13235,8082.0,4934.0,2611.0,7.0,89.0,0.0,53.0,388.0,4883.0,384.0,9252.0,5678.0,3261.0,7.0,127.0,0.0,0.0,179.0,17.0,162.0,641.0,62.0,22.0,0.0,0.0,0.0,80.0,477.0,300.0,177.0
13237,18107.0,12627.0,4321.0,0.0,142.0,31.0,311.0,675.0,12333.0,965.0,20956.0,14580.0,5757.0,0.0,105.0,77.0,70.0,367.0,104.0,263.0,1568.0,472.0,0.0,0.0,54.0,0.0,423.0,619.0,600.0,19.0
13239,1890.0,900.0,954.0,0.0,0.0,0.0,0.0,36.0,889.0,25.0,2067.0,1001.0,1044.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0
13241,14317.0,12897.0,156.0,10.0,136.0,0.0,375.0,743.0,12772.0,1026.0,15626.0,14916.0,148.0,0.0,136.0,0.0,2.0,424.0,42.0,382.0,1481.0,218.0,8.0,10.0,0.0,0.0,461.0,784.0,775.0,9.0
13243,4597.0,1375.0,3098.0,0.0,9.0,0.0,39.0,76.0,1366.0,69.0,6047.0,1709.0,4246.0,0.0,9.0,0.0,11.0,72.0,10.0,62.0,223.0,9.0,0.0,0.0,0.0,0.0,60.0,154.0,98.0,56.0
13245,158585.0,57053.0,86873.0,233.0,2841.0,308.0,3958.0,7319.0,54804.0,7993.0,194413.0,65767.0,113995.0,141.0,3343.0,314.0,1738.0,9115.0,1054.0,8061.0,11627.0,2982.0,1511.0,110.0,344.0,58.0,3433.0,3189.0,2395.0,794.0
13247,71713.0,21955.0,40794.0,190.0,1382.0,0.0,2526.0,4866.0,20535.0,6091.0,84299.0,23941.0,53816.0,80.0,1655.0,115.0,663.0,4029.0,682.0,3347.0,9994.0,2699.0,608.0,110.0,0.0,0.0,3235.0,3342.0,3121.0,221.0
13249,3453.0,2674.0,625.0,0.0,0.0,0.0,17.0,137.0,2656.0,92.0,4443.0,3536.0,779.0,0.0,0.0,0.0,0.0,128.0,22.0,106.0,96.0,18.0,0.0,4.0,0.0,0.0,17.0,57.0,57.0,0.0
13251,11113.0,6362.0,4339.0,3.0,0.0,0.0,4.0,405.0,6315.0,201.0,13709.0,7752.0,5546.0,3.0,0.0,0.0,0.0,408.0,54.0,354.0,348.0,113.0,23.0,0.0,0.0,0.0,10.0,202.0,85.0,117.0
13253,7291.0,4807.0,2327.0,7.0,38.0,0.0,8.0,104.0,4697.0,176.0,8850.0,5642.0,3052.0,7.0,38.0,0.0,0.0,111.0,0.0,111.0,267.0,113.0,0.0,0.0,0.0,0.0,15.0,139.0,13.0,126.0
13255,52259.0,31197.0,17621.0,113.0,480.0,14.0,786.0,2048.0,30365.0,2480.0,64272.0,37278.0,24113.0,63.0,485.0,33.0,289.0,2011.0,183.0,1828.0,3943.0,1548.0,36.0,53.0,11.0,0.0,811.0,1484.0,1297.0,187.0
13257,20904.0,17419.0,2295.0,28.0,212.0,0.0,413.0,537.0,17339.0,601.0,25855.0,21737.0,2857.0,5.0,279.0,49.0,0.0,928.0,145.0,783.0,987.0,86.0,0.0,86.0,0.0,0.0,694.0,121.0,121.0,0.0
13259,4387.0,1246.0,2579.0,18.0,85.0,0.0,345.0,114.0,1103.0,503.0,4440.0,1223.0,2972.0,18.0,85.0,0.0,22.0,120.0,23.0,97.0,538.0,143.0,42.0,0.0,0.0,0.0,345.0,8.0,8.0,0.0
13261,22605.0,9822.0,10910.0,54.0,393.0,48.0,216.0,1162.0,9486.0,1084.0,27375.0,11271.0,14531.0,51.0,393.0,2.0,36.0,1091.0,180.0,911.0,1799.0,817.0,3.0,3.0,0.0,46.0,260.0,670.0,666.0,4.0
13263,4814.0,2058.0,2563.0,2.0,0.0,0.0,35.0,156.0,2045.0,48.0,5688.0,2310.0,3176.0,2.0,0.0,0.0,39.0,161.0,0.0,161.0,65.0,30.0,0.0,0.0,0.0,0.0,31.0,4.0,4.0,0.0
13265,1426.0,566.0,696.0,0.0,1.0,4.0,86.0,73.0,558.0,47.0,1639.0,698.0,777.0,0.0,1.0,4.0,62.0,97.0,30.0,67.0,101.0,27.0,0.0,0.0,0.0,0.0,73.0,1.0,1.0,0.0
13267,19322.0,11482.0,5553.0,51.0,63.0,0.0,1404.0,769.0,11340.0,1688.0,21663.0,13886.0,6624.0,53.0,112.0,0.0,204.0,784.0,146.0,638.0,2552.0,200.0,40.0,14.0,5.0,0.0,2017.0,276.0,264.0,12.0
13269,6230.0,3770.0,2341.0,6.0,54.0,0.0,5.0,54.0,3756.0,23.0,7725.0,4545.0,3014.0,6.0,54.0,0.0,0.0,106.0,0.0,106.0,61.0,14.0,0.0,0.0,0.0,0.0,5.0,42.0,42.0,0.0
13271,9396.0,5040.0,3692.0,11.0,19.0,0.0,348.0,286.0,4825.0,890.0,10290.0,5785.0,4347.0,2.0,19.0,0.0,15.0,122.0,26.0,96.0,1884.0,518.0,129.0,38.0,0.0,0.0,348.0,851.0,851.0,0.0
13273,6905.0,2729.0,3966.0,0.0,37.0,1.0,111.0,61.0,2729.0,145.0,8722.0,3252.0,5326.0,0.0,108.0,1.0,4.0,31.0,0.0,31.0,219.0,0.0,26.0,0.0,0.0,0.0,161.0,32.0,31.0,1.0
13275,34803.0,21077.0,12093.0,121.0,300.0,16.0,321.0,875.0,20689.0,1059.0,43966.0,26125.0,16312.0,110.0,395.0,16.0,85.0,923.0,56.0,867.0,1730.0,508.0,65.0,40.0,0.0,0.0,436.0,681.0,583.0,98.0
13277,30947.0,18746.0,8854.0,202.0,319.0,1.0,933.0,1892.0,17783.0,3226.0,35988.0,22101.0,11913.0,51.0,464.0,1.0,46.0,1412.0,116.0,1296.0,5334.0,1522.0,83.0,252.0,0.0,0.0,1220.0,2257.0,1541.0,716.0
13279,19819.0,13121.0,4396.0,105.0,196.0,0.0,729.0,1272.0,12256.0,1949.0,23789.0,15661.0,6383.0,105.0,229.0,0.0,35.0,1376.0,343.0,1033.0,3154.0,1391.0,16.0,0.0,0.0,0.0,994.0,753.0,753.0,0.0
13281,11144.0,10402.0,213.0,32.0,5.0,5.0,54.0,433.0,10343.0,333.0,12320.0,11847.0,190.0,11.0,5.0,5.0,14.0,248.0,38.0,210.0,419.0,69.0,23.0,21.0,0.0,0.0,40.0,266.0,217.0,49.0
13283,4902.0,3279.0,1391.0,5.0,0.0,0.0,2.0,225.0,3256.0,39.0,6348.0,4094.0,1997.0,5.0,0.0,0.0,0.0,252.0,145.0,107.0,39.0,23.0,3.0,0.0,0.0,0.0,2.0,11.0,6.0,5.0
13285,52667.0,30662.0,18312.0,64.0,1358.0,5.0,1182.0,1084.0,29993.0,1921.0,66744.0,37852.0,25454.0,75.0,1678.0,5.0,215.0,1465.0,211.0,1254.0,3077.0,1091.0,32.0,0.0,0.0,0.0,1775.0,179.0,156.0,23.0
13287,6646.0,3907.0,2354.0,13.0,0.0,0.0,203.0,169.0,3823.0,274.0,8500.0,4834.0,3356.0,13.0,0.0,0.0,17.0,280.0,6.0,274.0,415.0,149.0,0.0,0.0,0.0,0.0,248.0,18.0,14.0,4.0
13289,6375.0,3610.0,2476.0,27.0,40.0,0.0,65.0,157.0,3573.0,61.0,7808.0,4325.0,3195.0,27.0,55.0,0.0,41.0,165.0,20.0,145.0,61.0,37.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
13291,21678.0,20397.0,224.0,49.0,39.0,0.0,261.0,708.0,20245.0,686.0,24678.0,23754.0,186.0,15.0,44.0,0.0,0.0,679.0,127.0,552.0,920.0,171.0,39.0,59.0,0.0,0.0,261.0,390.0,256.0,134.0
13293,21430.0,14830.0,5648.0,16.0,87.0,18.0,224.0,607.0,14654.0,485.0,27154.0,18482.0,7382.0,73.0,105.0,18.0,21.0,1073.0,104.0,969.0,702.0,369.0,0.0,0.0,0.0,0.0,216.0,117.0,106.0,11.0
13295,53801.0,48998.0,2476.0,94.0,397.0,14.0,411.0,1411.0,48650.0,1232.0,66594.0,61290.0,2869.0,81.0,411.0,14.0,74.0,1855.0,224.0,1631.0,1855.0,677.0,125.0,36.0,0.0,0.0,380.0,637.0,637.0,0.0
13297,76105.0,56790.0,14359.0,125.0,1060.0,35.0,1396.0,2340.0,55159.0,3793.0,94251.0,69999.0,19709.0,50.0,1391.0,55.0,369.0,2678.0,226.0,2452.0,6110.0,2391.0,91.0,108.0,0.0,0.0,1888.0,1632.0,1349.0,283.0
13299,27007.0,17690.0,7837.0,111.0,328.0,11.0,280.0,750.0,17545.0,1011.0,34247.0,22174.0,10679.0,74.0,430.0,19.0,154.0,717.0,0.0,717.0,1711.0,162.0,69.0,37.0,0.0,0.0,377.0,1066.0,976.0,90.0
13301,4128.0,1738.0,2289.0,0.0,17.0,0.0,0.0,84.0,1707.0,57.0,5118.0,2010.0,2960.0,0.0,17.0,0.0,0.0,131.0,1.0,130.0,57.0,31.0,21.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0
13303,15598.0,6909.0,8176.0,41.0,78.0,0.0,131.0,263.0,6814.0,291.0,19500.0,8300.0,10246.0,7.0,108.0,0.0,76.0,763.0,20.0,743.0,393.0,113.0,16.0,34.0,0.0,0.0,164.0,66.0,57.0,9.0
13305,23093.0,17125.0,4455.0,23.0,166.0,0.0,639.0,685.0,16742.0,1290.0,28662.0,21604.0,6027.0,23.0,320.0,11.0,18.0,659.0,97.0,562.0,1857.0,383.0,49.0,0.0,0.0,0.0,938.0,487.0,175.0,312.0
13307,2020.0,1016.0,910.0,0.0,0.0,0.0,0.0,94.0,912.0,143.0,2182.0,976.0,1151.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,166.0,104.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
13309,6255.0,3589.0,2502.0,10.0,0.0,0.0,78.0,76.0,3457.0,245.0,7119.0,4200.0,2833.0,9.0,0.0,0.0,1.0,76.0,3.0,73.0,315.0,185.0,26.0,1.0,0.0,0.0,90.0,13.0,1.0,12.0
13311,22964.0,21094.0,562.0,35.0,188.0,0.0,382.0,703.0,20938.0,645.0,27462.0,25561.0,583.0,20.0,188.0,0.0,248.0,862.0,295.0,567.0,992.0,236.0,0.0,15.0,0.0,0.0,352.0,389.0,381.0,8.0
13313,77067.0,55568.0,2933.0,1131.0,1131.0,11.0,9668.0,6625.0,46921.0,24956.0,65415.0,58273.0,3365.0,46.0,1525.0,6.0,112.0,2088.0,194.0,1894.0,37703.0,13562.0,143.0,1706.0,0.0,17.0,14387.0,7888.0,7133.0,755.0
13315,7144.0,4384.0,2509.0,4.0,0.0,1.0,74.0,172.0,4223.0,246.0,8462.0,5221.0,2937.0,4.0,0.0,1.0,14.0,285.0,7.0,278.0,322.0,162.0,6.0,0.0,0.0,0.0,113.0,41.0,41.0,0.0
13317,7584.0,4147.0,2999.0,21.0,0.0,0.0,173.0,244.0,4120.0,346.0,9110.0,4944.0,3911.0,21.0,0.0,0.0,12.0,222.0,22.0,200.0,443.0,27.0,5.0,0.0,0.0,0.0,239.0,172.0,172.0,0.0
13319,6892.0,3912.0,2569.0,1.0,1.0,0.0,220.0,189.0,3901.0,255.0,8518.0,4862.0,3361.0,0.0,1.0,0.0,132.0,162.0,13.0,149.0,277.0,11.0,0.0,1.0,0.0,0.0,157.0,108.0,107.0,1.0
13321,15990.0,11186.0,3790.0,107.0,114.0,2.0,94.0,697.0,11019.0,274.0,20112.0,13732.0,4961.0,105.0,153.0,2.0,56.0,1103.0,8.0,1095.0,463.0,175.0,20.0,9.0,0.0,0.0,167.0,92.0,87.0,5.0
