GEOID,non_hispanic_nhpi_pop_20,non_hispanic_asian_pop_20,non_hispanic_black_asian_pop_20,non_hispanic_amin_pop_20,non_hispanic_black_pop_20,non_hispanic_black_amin_pop_20,non_hispanic_white_black_pop_20,non_hispanic_asian_nhpi_pop_20,non_hispanic_white_asian_other_pop_20,non_hispanic_four_races_pop_20,non_hispanic_amin_other_pop_20,non_hispanic_white_asian_nhpi_pop_20,non_hispanic_two_races_pop_20,non_hispanic_asian_nhpi_other_pop_20,non_hispanic_white_amin_other_pop_20,non_hispanic_amin_nhpi_other_pop_20,non_hispanic_two_or_more_races_pop_20,non_hispanic_amin_nhpi_pop_20,non_hispanic_white_asian_nhpi_other_pop_20,non_hispanic_amin_asian_other_pop_20,non_hispanic_white_amin_nhpi_other_pop_20,non_hispanic_amin_asian_pop_20,non_hispanic_white_amin_nhpi_pop_20,non_hispanic_other_pop_20,non_hispanic_white_other_pop_20,non_hispanic_white_black_amin_pop_20,non_hispanic_white_pop_20,non_hispanic_three_races_pop_20,non_hispanic_one_race_pop_20,non_hispanic_white_nhpi_pop_20,non_hispanic_pop_20,non_hispanic_black_amin_asian_pop_20,non_hispanic_white_asian_pop_20,non_hispanic_nhpi_other_pop_20,hispanic_pop_20,non_hispanic_white_amin_pop_20,non_hispanic_asian_other_pop_20,non_hispanic_white_nhpi_other_pop_20,non_hispanic_white_black_asian_nhpi_pop_20,non_hispanic_five_races_pop_20,non_hispanic_black_amin_other_pop_20,non_hispanic_amin_asian_nhpi_other_pop_20,non_hispanic_black_amin_nhpi_pop_20,non_hispanic_white_black_amin_other_pop_20,non_hispanic_white_black_amin_asian_pop_20,non_hispanic_white_black_amin_nhpi_pop_20,non_hispanic_black_asian_nhpi_other_pop_20,non_hispanic_black_amin_asian_other_pop_20,non_hispanic_black_amin_nhpi_other_pop_20,non_hispanic_white_amin_asian_other_pop_20,non_hispanic_white_black_asian_nhpi_other_pop_20,non_hispanic_white_amin_asian_pop_20,non_hispanic_amin_asian_nhpi_pop_20,non_hispanic_black_other_pop_20,non_hispanic_white_black_amin_nhpi_other_pop_20,non_hispanic_black_nhpi_other_pop_20,non_hispanic_white_amin_asian_nhpi_pop_20,non_hispanic_black_nhpi_pop_20,non_hispanic_white_black_other_pop_20,non_hispanic_white_black_nhpi_other_pop_20,non_hispanic_white_black_amin_asian_other_pop_20,non_hispanic_white_black_nhpi_pop_20,non_hispanic_black_asian_other_pop_20,non_hispanic_white_black_amin_asian_nhpi_pop_20,non_hispanic_black_asian_nhpi_pop_20,non_hispanic_white_black_asian_other_pop_20,non_hispanic_white_black_asian_pop_20,non_hispanic_black_amin_asian_nhpi_pop_20,non_hispanic_six_races_pop_20,non_hispanic_white_black_amin_asian_nhpi_other_pop_20,non_hispanic_black_amin_asian_nhpi_other_pop_20,non_hispanic_white_amin_asian_nhpi_other_pop_20,total_pop_20
13143,9,186,13,56,1253,9,216,1,0,6,0,0,965,0,4,0,1006,2,0,0,0,0,3,87,127,19,26825,32,28416,3,29422,0,52,0,497,530,0,0,0,3,0,0,0,0,1,2,0,0,0,3,0,2,0,11,0,0,0,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0,29919
13145,21,388,7,101,5170,25,327,8,0,3,1,1,1434,0,0,0,1508,0,0,0,0,0,0,138,193,34,25925,66,31743,18,33251,0,248,0,1417,563,3,0,1,5,0,0,2,0,0,0,0,0,0,0,0,20,0,39,0,0,0,2,2,0,0,0,0,5,2,2,5,0,0,0,0,0,34668
13147,2,335,2,36,4324,21,308,0,0,3,0,4,815,0,0,0,864,0,0,0,0,3,0,86,85,25,19250,46,24033,13,24897,5,60,1,931,316,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,25828
13149,4,53,1,33,930,6,142,0,0,3,3,0,498,0,0,0,521,0,0,0,0,0,0,29,51,11,9589,20,10638,4,11159,0,17,0,253,264,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,11412
13151,119,7976,411,427,116431,762,2994,15,0,35,10,17,8633,2,11,0,9375,3,0,0,0,9,5,1650,660,368,86297,700,212900,63,222275,12,917,0,18437,1881,59,0,0,4,12,0,7,10,21,3,0,0,0,0,0,30,0,777,0,5,0,72,81,1,3,12,3,1,22,0,113,0,3,3,0,0,240712
13153,124,4905,274,339,51992,280,2156,47,11,43,5,57,7013,2,1,0,7552,0,0,0,0,6,0,703,736,212,86211,496,144274,70,151826,14,1331,0,11807,1916,25,3,8,0,4,0,3,8,16,4,0,0,0,4,0,54,0,146,0,0,3,21,26,0,0,0,9,0,0,0,100,0,0,0,0,0,163633
13155,1,119,2,15,2224,8,53,2,0,8,0,0,201,0,0,0,218,0,0,0,0,0,0,24,14,3,6402,9,8785,8,9003,0,14,0,663,98,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,4,0,0,0,0,0,9666
13157,30,1744,23,127,5136,46,655,14,0,9,1,4,2718,0,11,0,2800,0,0,0,0,1,0,294,352,31,59064,71,66395,13,69195,4,355,0,6712,1239,0,0,0,2,4,0,0,1,0,0,1,0,0,6,0,6,0,19,0,0,0,0,2,0,1,0,0,1,1,1,8,0,0,0,0,0,75907
13159,1,22,2,34,2442,9,152,0,0,7,0,0,545,1,0,0,572,0,4,0,0,0,0,62,60,0,10771,20,13332,0,13904,3,22,0,684,289,8,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,0,4,0,1,0,0,0,0,0,14588
13161,7,50,1,26,2293,4,140,1,0,5,0,0,348,0,4,0,373,0,0,0,0,1,0,33,48,5,9950,20,12359,0,12732,0,6,1,2047,135,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,8,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,14779
13163,0,70,6,21,7970,19,156,3,0,6,0,0,285,0,0,0,327,0,0,0,0,0,0,25,30,16,6834,36,14920,11,15247,0,4,0,462,54,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,15709
13165,5,12,0,29,3536,1,66,0,0,1,5,0,139,0,1,0,148,0,0,0,0,0,0,30,5,1,4611,8,8223,1,8371,0,7,0,303,45,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,8674
13167,15,28,0,23,3017,5,73,0,0,0,1,0,171,0,0,0,175,1,0,0,0,0,0,14,4,3,5800,4,8897,0,9072,0,7,0,117,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9189
13169,7,138,8,46,6739,49,232,0,0,7,0,3,759,0,0,0,794,0,0,2,0,0,0,73,87,13,20074,28,27077,1,27871,0,49,0,476,325,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,2,6,0,0,3,0,0,0,1,1,0,0,0,0,0,28347
13171,4,102,11,13,4888,34,208,1,1,2,0,0,583,0,5,0,626,0,0,0,0,0,0,48,60,22,12344,41,17399,3,18025,0,54,0,475,210,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,18500
13173,14,81,2,31,2138,16,131,0,0,4,2,0,391,0,0,0,413,3,2,0,0,1,0,33,75,5,6595,18,8892,6,9305,2,21,0,572,117,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,7,0,0,0,10,5,0,0,0,0,0,0,0,3,0,0,0,0,0,9877
13175,14,507,19,80,18219,73,566,5,0,1,2,0,1261,0,0,0,1304,0,0,0,0,0,0,141,83,28,27881,35,46842,11,48146,0,72,1,1424,382,5,0,0,7,0,0,0,0,1,0,0,0,0,0,0,3,1,42,0,0,0,0,0,0,6,2,0,1,0,0,1,0,0,0,0,0,49570
13177,9,850,15,57,7331,13,250,5,0,14,12,3,1035,0,2,0,1107,0,0,0,0,9,7,98,153,18,22758,54,31103,4,32210,0,152,3,953,407,2,0,0,4,2,0,0,5,6,0,2,0,0,0,0,8,0,9,0,0,0,1,3,1,0,3,3,4,0,0,5,0,0,0,0,0,33163
13179,437,1325,132,225,27309,211,1433,35,0,30,0,20,3492,2,8,0,3848,1,0,0,0,4,5,322,303,144,24004,326,53622,60,57470,10,450,21,7786,594,5,0,0,0,2,0,0,10,8,0,0,6,0,0,0,20,0,160,0,3,0,83,29,0,0,10,0,0,3,6,70,0,0,0,0,0,65256
13181,3,20,0,18,2116,12,30,3,0,7,0,6,186,0,5,0,235,0,0,0,0,0,0,10,22,9,5196,42,7363,3,7598,6,2,6,92,101,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,7,5,0,0,4,0,0,0,0,0,0,0,0,0,0,7690
13183,88,164,16,62,4028,34,343,0,5,3,0,9,885,0,2,0,982,0,0,0,0,0,0,91,84,39,8774,91,13207,15,14189,7,92,0,1979,263,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0,19,0,0,1,19,2,0,0,0,4,3,1,0,17,0,0,0,0,0,16168
13185,100,1908,97,312,43946,202,1314,15,1,18,12,30,4074,0,14,0,4357,0,0,0,0,4,3,450,465,118,59306,259,106022,54,110379,7,584,10,7872,1131,9,2,0,6,1,0,0,0,6,5,0,0,0,0,0,10,2,145,0,0,0,32,9,3,6,12,1,0,8,0,41,4,0,0,0,0,118251
13187,21,257,6,151,412,0,184,0,0,11,1,0,1438,0,8,0,1498,0,0,1,0,3,0,118,215,12,29241,48,30200,14,31698,0,144,2,1790,862,1,1,0,1,0,0,0,0,5,2,0,0,0,0,0,12,0,4,0,0,4,2,0,0,1,0,3,0,0,0,11,0,0,0,0,0,33488
13189,13,76,7,45,8644,9,226,2,0,14,0,1,539,0,2,0,610,0,0,0,0,4,2,37,45,24,11417,55,20232,3,20842,0,50,2,790,170,1,0,0,2,0,0,0,5,4,0,0,0,0,0,0,6,0,20,0,0,0,0,8,5,0,4,0,2,0,0,8,0,0,0,0,0,21632
13191,0,43,1,32,3176,15,140,0,0,7,0,0,384,0,1,0,398,0,0,0,0,8,0,35,39,0,7060,7,10346,5,10744,0,32,0,231,134,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,10975
13193,7,156,4,15,7150,16,96,0,0,1,0,0,170,0,1,0,184,0,0,0,0,0,0,20,18,0,4078,12,11426,2,11610,1,1,0,472,28,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,12082
13195,4,521,0,44,2753,22,340,0,0,7,0,4,1140,0,0,0,1187,4,0,0,0,1,0,106,145,22,23549,36,26977,0,28164,0,92,0,1956,529,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,7,0,5,0,0,0,2,0,0,3,0,0,0,0,5,3,0,0,0,0,1,30120
13197,15,55,0,12,2122,4,51,5,1,7,0,0,217,1,10,0,237,0,0,0,0,0,0,11,15,0,4486,13,6701,8,6938,0,16,1,560,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7498
13199,6,78,0,64,7273,11,217,0,0,0,0,2,573,0,0,0,583,0,0,0,0,0,0,50,65,3,12084,10,19555,7,20138,2,34,1,475,229,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20613
13201,1,26,3,9,1748,2,54,0,0,1,2,0,114,0,0,0,126,0,0,1,0,0,0,5,4,3,3949,10,5738,0,5864,1,8,0,136,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6000
13205,0,108,3,37,10054,22,192,0,1,2,2,0,426,0,0,0,445,0,0,0,0,3,0,41,42,5,10106,15,20346,10,20791,0,29,0,964,98,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,1,0,4,0,0,0,1,0,2,0,2,4,0,0,0,0,0,21755
13207,0,239,3,34,6084,30,208,1,0,2,0,0,802,0,5,0,846,0,0,0,0,0,0,86,89,29,19954,42,26397,3,27243,0,82,0,714,369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,27957
13209,0,34,0,11,2120,3,65,2,0,2,2,0,182,0,2,0,196,0,0,0,0,0,0,13,25,10,5665,12,7843,2,8039,0,6,0,571,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610
13211,1,122,8,42,4105,13,136,0,2,2,0,0,527,0,0,0,560,0,0,0,0,0,0,68,54,5,14487,26,18825,1,19385,0,39,0,712,268,3,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,2,3,0,10,0,0,0,0,0,20097
13213,2,127,4,79,263,5,193,0,0,9,0,4,1321,0,2,0,1366,0,0,0,0,0,0,58,176,11,32164,35,32693,7,34059,0,43,0,5914,882,9,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,3,4,0,0,0,5,0,0,0,0,1,39973
13215,517,5546,388,488,94701,553,2985,95,5,49,5,61,8281,0,0,0,8998,5,3,0,0,27,3,1076,669,274,79083,665,181411,119,190409,6,1349,0,16513,1679,25,0,5,3,14,0,0,11,21,0,2,0,0,0,0,66,0,292,0,0,3,90,46,0,0,15,9,3,8,4,158,0,0,0,0,0,206922
13217,114,1044,130,175,52246,251,1485,12,0,34,3,8,3938,0,16,0,4260,0,0,0,0,4,0,734,284,145,46746,288,101059,21,105319,6,230,0,7164,1047,15,3,2,0,2,0,4,13,12,3,0,0,0,0,0,14,0,424,0,3,3,32,30,0,0,11,7,0,2,1,37,0,0,0,0,0,112483
13219,0,2066,11,31,1897,10,239,2,1,3,0,4,1353,0,0,0,1401,0,0,0,0,3,3,171,218,23,33886,44,38051,7,39452,0,350,0,2347,499,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,9,0,10,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,41799
13221,5,134,0,40,2248,16,156,1,0,6,0,0,551,0,0,0,573,0,0,0,0,0,1,53,50,7,10903,16,13383,5,13956,2,51,0,869,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,14825
13223,114,1926,186,394,36609,272,2069,12,0,30,15,22,7149,0,6,0,7542,3,0,0,0,16,0,1068,909,180,108444,362,148555,55,156097,2,758,3,12564,2519,17,1,0,1,4,0,0,2,18,0,1,3,0,0,0,6,3,291,0,3,0,24,45,0,0,5,5,0,0,6,80,0,0,0,0,1,168661
13225,6,194,5,63,12139,50,252,1,0,3,0,0,751,0,6,0,815,0,0,0,0,0,5,98,45,20,12119,61,24619,8,25434,0,90,0,2547,272,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,5,2,0,0,2,0,0,2,0,14,3,0,0,0,0,27981
13227,4,191,0,85,286,2,152,2,0,8,12,1,1231,0,0,0,1260,0,0,0,0,3,1,70,199,16,30122,21,30758,5,32018,0,59,3,1198,787,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33216
13229,0,82,9,41,1597,2,145,0,0,0,0,1,534,0,0,0,550,0,0,0,0,2,0,45,78,14,16403,16,18168,9,18718,0,50,2,998,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19716
13231,0,77,0,28,1445,6,114,0,0,10,0,11,577,0,0,0,616,0,0,0,0,0,0,62,73,11,16313,26,17925,1,18541,0,49,0,348,323,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,3,0,0,0,1,1,0,1,0,0,0,0,18889
13233,21,239,5,101,5119,24,448,0,0,0,2,0,1411,0,0,0,1471,3,0,0,0,0,0,156,164,48,30161,60,35797,10,37268,0,81,3,5585,657,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,42853
13235,3,92,0,8,3161,15,45,1,0,0,0,2,189,0,0,0,194,0,0,0,0,0,0,48,31,1,6022,5,9334,3,9528,0,17,0,327,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9855
13237,1,108,2,33,5385,23,168,0,3,0,3,2,565,3,5,0,607,0,0,0,0,0,0,40,94,11,14316,42,19883,4,20490,0,39,1,1557,213,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,4,0,0,0,0,0,1,0,8,0,0,0,0,0,22047
13239,0,12,1,13,917,0,31,0,0,0,1,0,59,0,0,0,63,0,0,0,0,1,0,9,0,2,1190,4,2141,0,2204,0,1,0,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2235
13241,1,60,4,28,107,0,54,0,3,6,0,2,544,0,2,0,575,0,0,0,0,0,0,35,75,11,14625,25,14856,2,15431,0,22,0,1452,381,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16883
13243,3,21,0,9,3862,7,37,0,0,4,0,0,96,0,0,0,114,0,0,0,0,0,0,23,9,3,2250,14,6168,0,6282,8,3,0,143,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,6425
13245,391,3907,327,511,112947,589,2906,42,4,27,11,38,7415,0,12,0,8100,0,0,1,0,14,15,905,568,347,68397,653,187058,64,195158,14,892,4,11449,1506,30,0,8,5,1,0,2,8,10,0,0,0,0,0,0,18,0,389,0,5,0,73,60,0,0,5,8,5,14,1,109,0,0,0,0,0,206607
13247,72,1532,128,168,53785,297,1076,2,0,22,0,7,3104,0,1,0,3356,3,0,0,0,7,0,617,207,143,24500,229,80674,22,84030,0,173,0,9540,594,16,2,0,1,0,0,0,14,6,0,0,0,0,0,0,8,0,547,0,0,0,32,25,0,0,6,7,1,4,2,26,0,0,0,0,0,93570
13249,2,20,0,4,863,4,36,0,0,1,0,0,108,0,0,0,119,0,0,0,0,2,0,7,8,7,3357,10,4253,0,4372,1,14,0,175,43,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4547
13251,3,61,2,39,5285,18,132,1,0,0,4,10,312,0,0,0,343,0,0,0,0,0,0,31,44,7,8018,31,13437,0,13780,0,10,0,287,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,14067
13253,0,61,4,6,2961,3,76,0,0,2,0,0,233,0,3,0,249,0,0,0,0,4,0,25,24,2,5617,14,8670,1,8919,0,11,0,228,110,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,9147
13255,23,640,15,154,23148,102,787,1,2,10,1,0,2206,0,5,0,2323,1,0,0,0,1,0,247,229,61,37105,104,61317,14,63640,0,142,4,3666,848,0,0,0,3,2,0,0,4,3,1,0,0,0,0,0,11,0,58,0,0,0,3,10,0,0,7,0,0,1,2,5,0,0,0,3,0,67306
13257,9,225,1,73,2936,35,402,0,4,2,0,0,1223,0,1,0,1285,0,0,0,0,0,2,76,153,32,21323,60,24642,9,25927,0,56,0,857,537,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,16,0,0,0,4,7,0,0,2,0,0,0,0,3,0,0,0,0,0,26784
13259,5,167,4,10,2461,9,33,3,0,4,0,0,98,0,0,0,108,0,0,0,0,0,0,8,8,2,1338,6,3989,1,4097,0,0,0,1217,34,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5314
13261,4,503,4,40,15051,48,286,5,2,8,0,3,605,0,0,0,665,0,0,0,0,0,2,55,27,28,11528,47,27181,15,27846,1,49,0,1770,159,1,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,3,0,2,0,0,0,1,5,0,0,3,0,0,0,0,0,29616
13263,1,17,1,5,3056,4,31,4,1,0,0,0,102,0,0,0,109,0,0,0,0,0,1,6,14,4,2427,7,5512,0,5621,0,0,0,112,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5733
13265,0,6,0,4,833,0,24,0,0,1,0,0,46,0,0,0,54,0,0,0,0,0,0,2,1,2,591,7,1436,0,1490,0,5,0,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,1559
13267,6,127,6,36,5961,12,194,0,0,16,0,3,471,0,0,0,538,0,0,0,0,0,1,46,58,19,13825,51,20001,8,20539,0,20,1,2303,167,0,0,1,0,0,0,0,0,9,2,2,0,0,0,0,1,0,5,0,0,0,0,9,0,0,0,0,0,3,0,15,2,0,0,0,0,22842
13269,2,29,3,27,2807,3,83,2,2,2,0,0,162,0,0,0,180,0,0,0,0,0,1,19,10,11,4584,16,7468,0,7648,0,1,0,168,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7816
13271,0,30,0,28,4326,0,90,0,0,3,0,0,171,0,0,0,178,0,0,0,0,0,0,17,13,2,5970,4,10371,0,10549,0,9,0,1928,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477
13273,1,57,5,11,5540,13,73,9,0,3,0,0,185,0,0,0,199,1,0,0,0,0,0,11,11,4,3189,11,8809,0,9008,0,3,0,177,52,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0,9185
13275,9,406,9,150,16259,47,394,5,0,1,0,1,1231,0,0,0,1279,0,0,0,0,2,0,124,117,35,25994,47,42942,6,44221,0,94,0,1577,497,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,50,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,45798
13277,2,650,6,56,12049,52,425,0,2,6,1,0,1051,0,0,0,1088,0,0,0,0,0,0,91,111,19,22189,31,35037,1,36125,0,113,0,5219,324,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41344
13279,6,207,1,31,6980,21,297,1,0,2,0,0,641,0,0,0,676,0,0,0,0,0,0,79,66,20,16007,33,23310,2,23986,0,42,0,3044,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,27030
13281,3,81,0,28,124,0,19,0,0,5,4,0,319,0,3,0,338,0,0,0,0,0,0,35,62,2,11469,11,11740,3,12078,0,24,2,415,205,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,12493
13283,0,7,0,19,1999,0,69,4,0,0,0,2,129,0,0,0,139,0,0,0,0,0,3,7,13,0,4065,10,6097,0,6236,0,4,0,170,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6406
13285,36,1608,23,127,24157,82,819,1,0,9,1,10,2078,0,0,0,2204,2,0,4,0,2,6,239,267,67,38099,117,64266,15,66470,3,153,0,2956,659,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,4,0,40,0,0,0,14,5,0,0,0,1,0,0,0,13,1,0,0,0,0,69426
13287,0,49,0,7,3644,11,96,0,0,2,0,0,191,0,2,0,209,0,0,0,0,4,0,25,16,0,4700,16,8425,0,8634,0,1,0,372,63,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,9006
13289,0,37,0,16,3099,3,72,2,0,0,0,0,222,0,0,0,241,0,0,1,0,0,0,18,18,6,4487,19,7657,2,7898,0,17,0,124,102,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,8022
13291,0,100,0,74,126,3,55,0,1,0,0,1,782,0,4,0,807,3,0,0,0,5,0,63,129,2,22646,25,23009,6,23816,0,62,0,816,519,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,24632
13293,1,151,2,63,7851,17,331,3,0,3,5,2,860,0,1,0,886,0,0,0,0,0,0,106,80,13,18009,23,26181,0,27067,0,62,0,633,342,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,13,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,27700
13295,25,293,0,149,2840,36,639,8,0,8,0,3,2741,0,0,0,2804,1,0,0,0,0,0,204,372,27,59654,55,63165,10,65969,0,161,0,1685,1498,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,3,0,11,0,0,0,0,0,67654
13297,44,1409,67,188,17136,103,916,20,15,6,1,7,3488,1,0,0,3617,2,0,0,0,0,5,552,335,60,68499,119,87828,16,91445,0,380,0,5228,1526,30,0,0,4,6,0,2,4,0,1,1,0,0,0,0,7,0,89,0,0,0,3,3,0,0,3,0,0,0,0,10,0,0,0,4,0,96673
13299,18,333,5,77,10703,50,473,0,1,8,0,0,1055,0,0,0,1121,0,0,0,0,1,0,112,118,32,22275,52,33518,0,34639,0,47,1,1612,343,4,0,0,6,0,0,0,5,0,3,0,0,0,0,3,4,0,13,0,0,0,0,5,0,0,6,1,3,0,0,3,0,0,0,0,0,36251
13301,1,15,2,18,3047,0,49,0,0,6,0,0,76,0,6,0,97,0,0,0,0,0,0,10,1,3,1974,15,5065,2,5162,0,4,0,53,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,5215
13303,0,76,0,37,10698,12,170,0,2,7,0,0,366,0,5,1,401,0,0,0,0,7,0,30,45,9,8412,28,19253,3,19654,0,8,0,334,105,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,1,14,0,0,0,2,3,0,0,2,0,0,0,0,3,0,0,0,0,0,19988
