county_name,precinct_name,election_1,election_2,assignment
Hennepin,Maple Grove P-9,818,901,0
Hennepin,Maple Grove P-10,897,785,0
Hennepin,Maple Grove P-11,994,902,0
Hennepin,Maple Grove P-12,826,688,0
Hennepin,Maple Grove P-13,871,696,0
Hennepin,Maple Grove P-14,609,665,0
Hennepin,Maple Grove P-15,766,619,0
Hennepin,Maple Grove P-16,871,856,0
Hennepin,Maple Grove P-17,815,668,0
Hennepin,Maple Grove P-18,953,773,0
Hennepin,Maple Grove P-19,589,609,0
Hennepin,Maple Grove P-20,893,1040,0
Hennepin,Maple Grove P-21,880,685,0
Hennepin,Maple Grove P-22,737,774,0
Hennepin,Maple Grove P-23,587,619,0
Hennepin,Maple Grove P-24,366,315,0
Hennepin,Maple Plain P-1,410,481,0
Hennepin,Medicine Lake P-1,147,66,0
Hennepin,Medina P-1A,558,721,0
Hennepin,Medina P-1B,921,1132,0
Hennepin,Minneapolis W-1 P-1,595,162,0
Hennepin,Minneapolis W-1 P-2,1806,466,0
Hennepin,Minneapolis W-1 P-3,1692,315,0
Hennepin,Minneapolis W-1 P-4,1569,303,0
Hennepin,Minneapolis W-1 P-5,1307,255,0
Hennepin,Minneapolis W-1 P-6,1615,300,0
Hennepin,Minneapolis W-1 P-7,1267,196,0
Hennepin,Minneapolis W-1 P-8,1002,143,0
Hennepin,Minneapolis W-1 P-9,1702,289,0
Hennepin,Minneapolis W-1 P-10,634,169,0
Hennepin,Minneapolis W-2 P-1,1008,134,0
Hennepin,Minneapolis W-2 P-2,1119,80,0
Hennepin,Minneapolis W-2 P-3,1339,165,0
Hennepin,Minneapolis W-2 P-4,909,222,0
Hennepin,Minneapolis W-2 P-5,1767,198,0
Hennepin,Minneapolis W-2 P-6,876,87,0
Hennepin,Minneapolis W-2 P-7,577,89,0
Hennepin,Minneapolis W-2 P-8,2056,210,0
Hennepin,Minneapolis W-2 P-9,766,60,0
Hennepin,Minneapolis W-2 P-10,1254,345,0
Hennepin,Minneapolis W-2 P-11,1030,150,0
Hennepin,Minneapolis W-3 P-1,2272,748,0
Hennepin,Minneapolis W-3 P-2,1987,295,0
Hennepin,Minneapolis W-3 P-3,2143,263,0
Hennepin,Minneapolis W-3 P-4,792,115,0
Hennepin,Minneapolis W-3 P-5,1121,228,0
Hennepin,Minneapolis W-3 P-6,2106,306,0
Hennepin,Minneapolis W-3 P-7,1624,348,0
Hennepin,Minneapolis W-3 P-8,1089,278,0
Hennepin,Minneapolis W-3 P-9,1518,288,0
Hennepin,Minneapolis W-3 P-10,643,137,0
Hennepin,Minneapolis W-3 P-11,1045,217,0
Hennepin,Minneapolis W-3 P-12,561,158,0
Hennepin,Minneapolis W-4 P-1,1047,260,0
Hennepin,Minneapolis W-4 P-2,1562,344,0
Hennepin,Minneapolis W-4 P-3,886,123,0
Hennepin,Minneapolis W-4 P-4,1541,368,0
Hennepin,Minneapolis W-4 P-5,1642,208,0
Hennepin,Minneapolis W-4 P-6,1220,184,0
Hennepin,Minneapolis W-4 P-7,1101,259,0
Hennepin,Minneapolis W-4 P-8,1397,224,0
Hennepin,Minneapolis W-5 P-1,1428,126,0
Hennepin,Minneapolis W-5 P-2,1259,139,0
Hennepin,Minneapolis W-5 P-3,999,51,0
Hennepin,Minneapolis W-5 P-4,960,73,0
Hennepin,Minneapolis W-5 P-5,985,73,0
Hennepin,Minneapolis W-5 P-6C,416,47,0
Hennepin,Minneapolis W-5 P-7,1275,89,0
Hennepin,Minneapolis W-5 P-8,1242,138,0
Hennepin,Minneapolis W-5 P-9,1044,97,0
Hennepin,Minneapolis W-6 P-1,647,38,0
Hennepin,Minneapolis W-6 P-2,1718,80,0
Hennepin,Minneapolis W-6 P-3,2000,77,0
Hennepin,Minneapolis W-6 P-4,1253,436,0
Hennepin,Minneapolis W-6 P-5,861,83,0
Hennepin,Minneapolis W-6 P-6,818,101,0
Hennepin,Minneapolis W-6 P-7,549,55,0
Hennepin,Minneapolis W-6 P-8,850,79,0
Hennepin,Minneapolis W-6 P-9,1354,126,0
Hennepin,Minneapolis W-7 P-1C,846,59,0
Hennepin,Minneapolis W-7 P-2D,1230,136,0
Hennepin,Minneapolis W-7 P-3,1992,199,0
Hennepin,Minneapolis W-7 P-4D,1675,326,0
Hennepin,Minneapolis W-7 P-5,1676,236,0
Hennepin,Minneapolis W-7 P-6,1792,423,0
Hennepin,Minneapolis W-7 P-7,863,126,0
Hennepin,Minneapolis W-7 P-8,2552,471,0
Hennepin,Minneapolis W-7 P-9,1914,209,0
Hennepin,Minneapolis W-7 P-10,538,55,0
Hennepin,Minneapolis W-8 P-1,991,90,0
Hennepin,Minneapolis W-8 P-2,2052,168,0
Hennepin,Minneapolis W-8 P-3,1128,70,0
Hennepin,Minneapolis W-8 P-4,1191,96,0
Hennepin,Minneapolis W-8 P-5,1937,172,0
Hennepin,Minneapolis W-8 P-6,1935,160,0
Hennepin,Minneapolis W-8 P-7,2351,204,0
Hennepin,Minneapolis W-8 P-8,2111,239,0
Hennepin,Minneapolis W-9 P-1,924,55,0
Hennepin,Minneapolis W-9 P-2,1922,101,0
Hennepin,Minneapolis W-9 P-3,1236,110,0
Hennepin,Minneapolis W-9 P-4,849,76,0
Hennepin,Minneapolis W-9 P-5,435,34,0
Hennepin,Minneapolis W-9 P-6,1603,220,0
Hennepin,Minneapolis W-9 P-7,920,68,0
Hennepin,Minneapolis W-9 P-8,155,15,0
Hennepin,Minneapolis W-9 P-9,803,55,0
Hennepin,Minneapolis W-10 P-1,1703,136,0
Hennepin,Minneapolis W-10 P-2,2478,429,0
Hennepin,Minneapolis W-10 P-3A,1437,210,0
Hennepin,Minneapolis W-10 P-3B,0,0,0
Hennepin,Minneapolis W-10 P-4,1452,178,0
Hennepin,Minneapolis W-10 P-5A,1235,133,0
Hennepin,Minneapolis W-10 P-5B,0,0,0
Hennepin,Minneapolis W-10 P-6,1834,206,0
Hennepin,Minneapolis W-10 P-7,1291,113,0
Hennepin,Minneapolis W-10 P-8,1151,66,0
Hennepin,Minneapolis W-10 P-9,1673,145,0
Hennepin,Minneapolis W-10 P-10,1458,133,0
Hennepin,Minneapolis W-11 P-1,1317,166,0
Hennepin,Minneapolis W-11 P-2,1732,310,0
Hennepin,Minneapolis W-11 P-3,1469,257,0
Hennepin,Minneapolis W-11 P-4,2026,260,0
Hennepin,Minneapolis W-11 P-5,1117,152,0
Hennepin,Minneapolis W-11 P-6,1789,338,0
Hennepin,Minneapolis W-11 P-7,1600,348,0
Hennepin,Minneapolis W-11 P-8,1426,371,0
Hennepin,Minneapolis W-11 P-9,853,191,0
Hennepin,Minneapolis W-11 P-10,1119,283,0
Hennepin,Minneapolis W-12 P-1,1874,236,0
Hennepin,Minneapolis W-12 P-2,1737,243,0
Hennepin,Minneapolis W-12 P-3,2000,295,0
Hennepin,Minneapolis W-12 P-4,960,147,0
Hennepin,Minneapolis W-12 P-5,1294,203,0
Hennepin,Minneapolis W-12 P-6,1106,198,0
Hennepin,Minneapolis W-12 P-7,82,47,0
Hennepin,Minneapolis W-12 P-8,864,100,0
Hennepin,Minneapolis W-12 P-9,1248,221,0
Hennepin,Minneapolis W-12 P-10,1250,352,0
Hennepin,Minneapolis W-12 P-11,1087,209,0
Hennepin,Minneapolis W-12 P-12,1919,270,0
Hennepin,Minneapolis W-12 P-13,820,175,0
Hennepin,Minneapolis W-13 P-1,1557,354,0
Hennepin,Minneapolis W-13 P-2,913,155,0
Hennepin,Minneapolis W-13 P-3,1335,143,0
Hennepin,Minneapolis W-13 P-4,1343,207,0
Hennepin,Minneapolis W-13 P-5,1238,152,0
Hennepin,Minneapolis W-13 P-6,1560,170,0
Hennepin,Minneapolis W-13 P-7,2092,337,0
Hennepin,Minneapolis W-13 P-8,1487,276,0
Hennepin,Minneapolis W-13 P-9,1878,435,0
Hennepin,Minneapolis W-13 P-10,885,89,0
Hennepin,Minneapolis W-13 P-11,1287,237,0
Hennepin,Minneapolis W-13 P-12,853,111,0
Hennepin,Minneapolis W-13 P-13,1290,136,0
Hennepin,Minnetonka W-1 P-A,902,509,0
Hennepin,Minnetonka W-1 P-B,709,408,0
Hennepin,Minnetonka W-1 P-C,841,435,0
Hennepin,Minnetonka W-1 P-D,1106,649,0
Hennepin,Minnetonka W-1 P-E,591,398,0
Hennepin,Minnetonka W-1 P-F,827,420,0
Hennepin,Minnetonka W-2 P-A,687,365,0
Hennepin,Minnetonka W-2 P-B,1129,501,0
Hennepin,Minnetonka W-2 P-C,1143,612,0
Hennepin,Minnetonka W-2 P-D,1215,521,0
Hennepin,Minnetonka W-2 P-E,921,437,0
Hennepin,Minnetonka W-3 P-A,727,382,0
Hennepin,Minnetonka W-3 P-B,652,522,0
Hennepin,Minnetonka W-3 P-C,829,515,0
Hennepin,Minnetonka W-3 P-D,826,680,0
Hennepin,Minnetonka W-3 P-E,739,391,0
Hennepin,Minnetonka W-3 P-F,1098,744,0
Hennepin,Minnetonka W-4 P-A,570,383,0
Hennepin,Minnetonka W-4 P-B,626,510,0
Hennepin,Minnetonka W-4 P-C,817,585,0
Hennepin,Minnetonka W-4 P-D,923,535,0
Hennepin,Minnetonka W-4 P-E,804,378,0
Hennepin,Minnetonka W-4 P-F,851,498,0
Hennepin,Minnetonka Beach P-1,148,181,0
Hennepin,Minnetrista P-1A,551,798,0
Hennepin,Minnetrista P-2A,163,265,0
Hennepin,Minnetrista P-3A,363,629,0
Hennepin,Minnetrista P-4A,496,735,0
Hennepin,Mound P-1,533,733,0
Hennepin,Mound P-2,555,702,0
Hennepin,Mound P-3,543,725,0
Hennepin,Mound P-4,633,643,0
Hennepin,New Hope P-1,626,288,0
Hennepin,New Hope P-2,1017,473,0
Hennepin,New Hope P-3,896,560,0
Hennepin,New Hope P-4,885,559,0
Hennepin,New Hope P-5,684,297,0
Hennepin,New Hope P-6,385,195,0
Hennepin,New Hope P-7,1142,712,0
Hennepin,New Hope P-8,907,416,0
Hennepin,Orono P-1,653,725,0
Hennepin,Orono P-2,278,381,0
Hennepin,Orono P-3A,477,623,0
Hennepin,Orono P-4A,754,823,0
Hennepin,Osseo P-1,645,659,0
Hennepin,Plymouth W-1 P-1,989,629,0
Hennepin,Plymouth W-1 P-2,1752,1369,0
Hennepin,Plymouth W-1 P-3,653,563,0
Hennepin,Plymouth W-1 P-4,1046,714,0
Hennepin,Plymouth W-1 P-5,1024,814,0
Hennepin,Plymouth W-1 P-6,673,469,0
Hennepin,Plymouth W-2 P-7,1477,1163,0
Hennepin,Plymouth W-2 P-8,864,560,0
Hennepin,Plymouth W-2 P-9,1456,850,0
Hennepin,Plymouth W-2 P-10,689,558,0
Hennepin,Plymouth W-2 P-11,734,622,0
Hennepin,Plymouth W-2 P-12,644,657,0
Hennepin,Plymouth W-3 P-13,1198,771,0
Hennepin,Plymouth W-3 P-14,1739,1035,0
Hennepin,Plymouth W-3 P-15,877,604,0
Hennepin,Plymouth W-3 P-16,1301,840,0
Hennepin,Plymouth W-3 P-17,732,418,0
Hennepin,Plymouth W-4 P-18,972,820,0
Hennepin,Plymouth W-4 P-19,726,511,0
Hennepin,Plymouth W-4 P-20,1010,814,0
Hennepin,Plymouth W-4 P-21,1023,683,0
Hennepin,Plymouth W-4 P-22,1124,667,0
Hennepin,Plymouth W-4 P-23,967,621,0
Hennepin,Richfield W-1 P-3,1555,645,0
Hennepin,Richfield W-1 P-4,1227,532,0
Hennepin,Richfield W-1 P-5,1485,633,0
Hennepin,Richfield W-2 P-2,1705,607,0
Hennepin,Richfield W-2 P-6,1502,610,0
Hennepin,Richfield W-2 P-7,1036,441,0
Hennepin,Richfield W-3 P-1,912,371,0
Hennepin,Richfield W-3 P-8,1009,436,0
Hennepin,Richfield W-3 P-9,1493,564,0
Hennepin,Robbinsdale W-1,1221,565,0
Hennepin,Robbinsdale W-2,1514,537,0
Hennepin,Robbinsdale W-3,1153,516,0
Hennepin,Robbinsdale W-4,1335,456,0
Hennepin,Rockford P-1,57,103,0
Hennepin,Rogers P-1,883,1572,0
Hennepin,Rogers P-2,1334,2444,0
Hennepin,Shorewood P-1,47,77,0
Hennepin,Shorewood P-2,705,704,0
Hennepin,Shorewood P-3,655,575,0
Hennepin,Shorewood P-4,907,803,0
Hennepin,Spring Park P-1,425,534,0
Hennepin,Saint Anthony P-1,895,449,0
Hennepin,Saint Anthony P-2,1359,629,0
Hennepin,Saint Bonifacius P-1,437,777,0
Hennepin,Saint Louis Park W-1 P-1,1677,541,0
Hennepin,Saint Louis Park W-1 P-2,1902,622,0
Hennepin,Saint Louis Park W-1 P-3,755,189,0
Hennepin,Saint Louis Park W-1 P-4,614,244,0
Hennepin,Saint Louis Park W-2 P-5,873,346,0
Hennepin,Saint Louis Park W-2 P-6,1588,455,0
Hennepin,Saint Louis Park W-2 P-7,1789,415,0
Hennepin,Saint Louis Park W-2 P-8,1193,413,0
Hennepin,Saint Louis Park W-3 P-9,1149,345,0
Hennepin,Saint Louis Park W-3 P-10,1011,360,0
Hennepin,Saint Louis Park W-3 P-11,998,285,0
Hennepin,Saint Louis Park W-3 P-12,1577,547,0
Hennepin,Saint Louis Park W-4 P-13,1010,454,0
Hennepin,Saint Louis Park W-4 P-14,1876,535,0
Hennepin,Saint Louis Park W-4 P-15,1109,377,0
Hennepin,Saint Louis Park W-4 P-16,941,369,0
Hennepin,Tonka Bay P-1,468,478,0
Hennepin,Wayzata P-1,1354,1238,0
Hennepin,Woodland P-1,132,151,0
Houston,Black Hammer Twp,68,77,0
Houston,Brownsville,134,122,0
Houston,Brownsville Twp,111,141,0
Houston,Caledonia P-1,211,337,0
Houston,Caledonia P-2,284,437,0
Houston,Caledonia Twp,120,217,0
Houston,Crooked Creek Twp,65,73,0
Houston,Eitzen,42,94,0
Houston,Hokah,107,134,0
Houston,Hokah Twp,123,169,0
Houston,Houston,148,294,0
Houston,Houston Twp,81,163,0
Houston,Jefferson Twp,23,33,0
Houston,La Crescent P-1,618,698,0
Houston,La Crescent P-2,511,390,0
Houston,La Crescent P-3,260,251,0
Houston,La Crescent Twp,285,417,0
Houston,Mayville Twp,65,129,0
Houston,Money Creek Twp,82,229,0
Houston,Mound Prairie Twp,137,184,0
Houston,Sheldon Twp,43,105,0
Houston,Spring Grove,303,304,0
Houston,Spring Grove Twp,75,142,0
Houston,Union Twp,65,131,0
Houston,Wilmington Twp,84,131,0
Houston,Winnebago Twp,32,88,0
Houston,Yucatan Twp,68,126,0
Hubbard,Akeley,53,116,0
Hubbard,Akeley Twp,102,199,0
Hubbard,Arago Twp,101,262,0
Hubbard,Badoura Twp,21,39,0
Hubbard,Clay Twp,16,33,0
Hubbard,Clover Twp,35,69,0
Hubbard,Crow Wing Lake Twp,71,137,0
Hubbard,Farden Twp P-1,172,288,0
Hubbard,Farden Twp P-2,21,25,0
Hubbard,Fern Twp,39,98,0
Hubbard,Guthrie Twp,68,214,0
Hubbard,Hart Lake Twp P-1,61,152,0
Hubbard,Hart Lake Twp P-2,22,27,0
Hubbard,Helga Twp,247,583,0
Hubbard,Hendrickson Twp,38,118,0
Hubbard,Henrietta Twp,222,590,0
Hubbard,Hubbard Twp,117,305,0
Hubbard,Lake Alice Twp,11,37,0
Hubbard,Lake Emma Twp,254,363,0
Hubbard,Lake George Twp,52,166,0
Hubbard,Lake Hattie Twp,24,74,0
Hubbard,Lakeport Twp P-1,168,228,0
Hubbard,Lakeport Twp P-2,11,25,0
Hubbard,Laporte,22,38,0
Hubbard,Mantrap Twp,123,210,0
Hubbard,Nevis,60,133,0
Hubbard,Nevis Twp,220,407,0
Hubbard,Park Rapids P-1,232,394,0
Hubbard,Park Rapids P-2,331,661,0
Hubbard,Rockwood Twp,90,163,0
Hubbard,Schoolcraft Twp,11,52,0
Hubbard,Steamboat River Twp P-1,23,43,0
Hubbard,Steamboat River Twp P-2,0,2,0
Hubbard,Straight River Twp,101,297,0
Hubbard,Thorpe Twp,17,9,0
Hubbard,Todd Twp P-1,161,514,0
Hubbard,Todd Twp P-2,16,29,0
Hubbard,White Oak Twp,90,161,0
Isanti,Athens Twp,297,760,0
Isanti,Bradford Twp,500,1329,0
Isanti,Braham,224,465,0
Isanti,Cambridge P-1,887,1303,0
Isanti,Cambridge P-2,544,1070,0
Isanti,Cambridge Twp,402,909,0
Isanti,Dalbo Twp,77,325,0
Isanti,Isanti P-1,356,1075,0
Isanti,Isanti P-2,298,730,0
Isanti,Isanti Twp,360,884,0
Isanti,Maple Ridge Twp,111,297,0
Isanti,North Branch Twp,306,688,0
Isanti,Oxford Twp,125,377,0
Isanti,Saint Francis P-3,0,2,0
Isanti,Spencer Brook Twp,199,680,0
Isanti,Springvale Twp,197,620,0
Isanti,Stanchfield Twp,174,423,0
Isanti,Stanford Twp,319,998,0
Isanti,Wyanett Twp,281,700,0
Itasca,Alvwood Twp,3,15,0
Itasca,Arbo Twp,178,305,0
Itasca,Ardenhurst Twp,30,67,0
Itasca,Ball Club Prec,69,67,0
Itasca,Balsam Twp,132,190,0
Itasca,Cohasset,511,965,0
Itasca,Bass Lake Prec,222,434,0
Itasca,Bearville Twp,58,53,0
Itasca,Bigfork,56,68,0
Itasca,Bigfork Twp,43,96,0
Itasca,Blackberry Twp,137,307,0
Itasca,Bovey,145,159,0
Itasca,Bowstring Twp,58,56,0
Itasca,North Unorganized Prec,122,163,0
Itasca,Calumet,48,93,0
Itasca,Carpenter Twp,33,57,0
Itasca,Coleraine,405,538,0
Itasca,Deer Lake Prec,174,204,0
Itasca,Deer River P-1,0,2,0
Itasca,Deer River P-2,122,208,0
Itasca,Deer River Twp P-1,0,0,0
Itasca,Deer River Twp P-2,93,214,0
Itasca,Effie,18,22,0
Itasca,Feeley Twp,78,93,0
Itasca,Good Hope Twp,16,59,0
Itasca,Goodland Twp,106,169,0
Itasca,Gran Prec,71,90,0
Itasca,Grand Rapids P-1,421,575,0
Itasca,Grand Rapids P-2,575,661,0
Itasca,Grand Rapids P-3,398,508,0
Itasca,Grand Rapids P-4,769,930,0
Itasca,Grattan Twp,4,21,0
Itasca,Greenway Twp P-1,71,62,0
Itasca,Greenway Twp P-2,7,8,0
Itasca,Greenway Twp P-3,143,181,0
Itasca,Harris Twp,659,1162,0
Itasca,Inger Prec,54,38,0
Itasca,Keewatin,261,230,0
Itasca,Kinghurst Twp,15,46,0
Itasca,Lake Jessie Twp,53,71,0
Itasca,La Prairie P-6,125,195,0
Itasca,Lawrence Twp,127,103,0
Itasca,Liberty Prec,3,22,0
Itasca,Lone Pine Twp,147,147,0
Itasca,Grave Lake Prec,55,44,0
Itasca,Long Lake Prec,60,90,0
Itasca,Marble,123,160,0
Itasca,Marcell Twp,90,166,0
Itasca,Max Twp,16,33,0
Itasca,McLeod Prec,152,159,0
Itasca,Moose Park Twp,2,28,0
Itasca,Morse Twp P-1,79,198,0
Itasca,Morse Twp P-2,0,0,0
Itasca,Nashwauk,254,184,0
Itasca,Nashwauk Twp,185,210,0
Itasca,Nore Twp,3,17,0
Itasca,Oteneagen Twp,34,107,0
Itasca,Pomroy Twp,3,11,0
Itasca,Sago Twp,31,59,0
Itasca,Sand Lake Twp,37,65,0
Itasca,Spang Twp,35,101,0
Itasca,Splithand Twp,43,86,0
Itasca,Squaw Lake,16,9,0
Itasca,Stokes Twp,58,63,0
Itasca,Taconite P-2,46,54,0
Itasca,Taconite P-1,92,124,0
Itasca,Sugar Lake Prec,231,399,0
Itasca,Third River Twp,12,19,0
Itasca,Trout Lake Twp,242,362,0
Itasca,Wabana Twp,134,175,0
Itasca,Warba,44,30,0
Itasca,Wawina Twp,10,21,0
Itasca,Wellers-McCormick P-1,3,12,0
Itasca,Wellers-McCormick P-2,61,132,0
Itasca,Wildwood Twp,37,46,0
Itasca,Winnibigoshish Prec,45,47,0
Itasca,Wirt Twp,17,31,0
Itasca,Zemple,5,24,0
Jackson,Alba Twp,20,67,0
Jackson,Alpha,16,38,0
Jackson,Belmont Twp,24,86,0
Jackson,Christiania Twp,55,120,0
Jackson,Delafield Twp,39,95,0
Jackson,Des Moines Twp,35,112,0
Jackson,Enterprise Twp,27,68,0
Jackson,Ewington Twp,22,106,0
Jackson,Heron Lake,102,174,0
Jackson,Heron Lake Twp,34,120,0
Jackson,Hunter Twp,27,99,0
Jackson,Jackson W-1,276,486,0
Jackson,Jackson W-2,265,522,0
Jackson,Kimball Twp,25,42,0
Jackson,La Crosse Twp,12,80,0
Jackson,Lakefield P-1,104,265,0
Jackson,Lakefield P-2,126,297,0
Jackson,Middletown Twp,31,83,0
Jackson,Minneota Twp,47,116,0
Jackson,Okabena,39,54,0
Jackson,Petersburg Twp,14,105,0
Jackson,Rost Twp,12,87,0
Jackson,Round Lake Twp,23,70,0
Jackson,Sioux Valley Twp,29,86,0
Jackson,Weimer Twp,30,62,0
Jackson,West Heron Lake Twp,19,64,0
Jackson,Wilder,16,14,0
Jackson,Wisconsin Twp,23,91,0
Kanabec,Ann Lake Twp,72,140,0
Kanabec,Arthur Twp,307,615,0
Kanabec,Braham,0,0,0
Kanabec,Brunswick Twp,199,464,0
Kanabec,Comfort Twp,161,351,0
Kanabec,Ford Twp,16,88,0
Kanabec,Grass Lake Twp,105,378,0
Kanabec,Grasston,21,39,0
Kanabec,Hay Brook Twp,32,90,0
Kanabec,Hillman Twp,54,162,0
Kanabec,Kanabec Twp,93,333,0
Kanabec,Knife Lake Twp,193,409,0
Kanabec,Kroschel Twp,29,81,0
Kanabec,Mora,556,854,0
Kanabec,Ogilvie,53,116,0
Kanabec,Peace Twp,141,315,0
Kanabec,Pomroy Twp,46,154,0
Kanabec,Quamba,15,32,0
Kanabec,South Fork Twp,90,280,0
Kanabec,Whited Twp,144,329,0
Kandiyohi,Arctander Twp,65,151,0
Kandiyohi,Atwater,185,304,0
Kandiyohi,Blomkest,19,78,0
Kandiyohi,Burbank Twp,74,209,0
Kandiyohi,Colfax Twp,112,201,0
Kandiyohi,Dovre Twp,415,852,0
Kandiyohi,East Lake Lillian Twp,38,65,0
Kandiyohi,Edwards Twp,19,121,0
Kandiyohi,Fahlun Twp,74,134,0
Kandiyohi,Gennessee Twp,64,154,0
Kandiyohi,Green Lake Twp,297,620,0
Kandiyohi,Harrison Twp,91,223,0
Kandiyohi,Holland Twp,24,180,0
Kandiyohi,Irving Twp,184,388,0
Kandiyohi,Kandiyohi,63,184,0
Kandiyohi,Kandiyohi Twp,97,240,0
Kandiyohi,Lake Andrew Twp,252,390,0
Kandiyohi,Lake Elizabeth Twp,35,71,0
Kandiyohi,Lake Lillian,47,65,0
Kandiyohi,Lake Lillian Twp,30,73,0
Kandiyohi,Mamre Twp,20,194,0
Kandiyohi,New London,258,331,0
Kandiyohi,New London Twp,581,1116,0
Kandiyohi,Norway Lake Twp,47,107,0
Kandiyohi,Pennock,59,136,0
Kandiyohi,Prinsburg,13,312,0
Kandiyohi,Raymond,94,275,0
Kandiyohi,Regal,4,16,0
Kandiyohi,Roseland Twp,42,161,0
Kandiyohi,Roseville Twp,62,218,0
Kandiyohi,Saint Johns Twp,38,158,0
Kandiyohi,Spicer,247,358,0
Kandiyohi,Sunburg,16,28,0
Kandiyohi,Whitefield Twp,40,225,0
Kandiyohi,Willmar W-1 P-1,263,406,0
Kandiyohi,Willmar W-1 P-2,229,233,0
Kandiyohi,Willmar W-1 P-3,252,317,0
Kandiyohi,Willmar W-2 P-1,288,344,0
Kandiyohi,Willmar W-2 P-2,340,515,0
Kandiyohi,Willmar W-2 P-3,352,546,0
Kandiyohi,Willmar W-2 P-4,0,0,0
Kandiyohi,Willmar W-3 P-1,413,417,0
Kandiyohi,Willmar W-3 P-2,226,284,0
Kandiyohi,Willmar W-3 P-3,256,283,0
Kandiyohi,Willmar W-4 P-1,290,274,0
Kandiyohi,Willmar W-4 P-2,216,248,0
Kandiyohi,Willmar W-4 P-3,357,399,0
Kandiyohi,Willmar Twp,78,181,0
Kittson,Arveson Twp,6,42,0
Kittson,Cannon Twp,4,2,0
Kittson,Caribou Twp,2,17,0
Kittson,Clow Twp,6,11,0
Kittson,Davis Twp,13,9,0
Kittson,Deerwood Twp,23,56,0
Kittson,Donaldson,5,6,0
Kittson,Granville Twp,16,27,0
Kittson,Hallock,215,272,0
Kittson,Hallock Twp,18,35,0
Kittson,Halma,5,13,0
Kittson,Hampden Twp,9,11,0
Kittson,Hazelton Twp,7,34,0
Kittson,Hill Twp,5,7,0
Kittson,Humboldt,7,11,0
Kittson,Jupiter Twp,20,31,0
Kittson,Karlstad,104,234,0
Kittson,Kennedy,54,41,0
Kittson,Klondike Unorg,0,0,0
Kittson,Lake Bronson,34,47,0
Kittson,Lancaster,64,99,0
Kittson,McKinley,4,15,0
Kittson,North Red River,0,0,0
Kittson,Norway Twp,11,28,0
Kittson,Peatland Unorg,1,4,0
Kittson,Pelan Twp,5,19,0
Kittson,Percy Twp,14,5,0
Kittson,Poppleton Twp,21,30,0
Kittson,Richardville Twp,17,47,0
Kittson,Saint Joseph Twp,9,12,0
Kittson,Saint Vincent,5,13,0
Kittson,Saint Vincent Twp,9,34,0
Kittson,Skane Twp,22,9,0
Kittson,South Red River Twp,4,3,0
Kittson,Spring Brook Twp,5,25,0
Kittson,Svea Twp,15,12,0
Kittson,Tegner Twp,15,16,0
Kittson,Teien Twp,13,22,0
Kittson,Thompson Twp,36,50,0
Koochiching,Big Falls,39,86,0
Koochiching,Dinner Creek Unorg,10,21,0
Koochiching,International Falls East Ward,300,496,0
Koochiching,International Falls Center Ward,323,381,0
Koochiching,International Falls West Ward,483,574,0
Koochiching,Jameson Precinct,24,58,0
Koochiching,Koochiching Poll 1,276,332,0
Koochiching,Koochiching Poll 2,116,187,0
Koochiching,Koochiching Poll 4,91,165,0
Koochiching,Koochiching Poll 5,86,178,0
Koochiching,Littlefork,114,191,0
Koochiching,Mizpah,7,21,0
Koochiching,Northome,24,42,0
Koochiching,Ranier East Precinct,58,43,0
Koochiching,Ranier West Precinct,90,113,0
Koochiching,Scarlett Precinct,22,48,0
Koochiching,Meadowbrook Precinct,14,52,0
Koochiching,West Koochiching,0,0,0
Koochiching,Central Koochiching,78,223,0
Koochiching,Northwest Koochiching,87,175,0
Koochiching,Southeast Koochiching,12,9,0
Koochiching,Southwest Koochiching,52,174,0
Lac qui Parle,Agassiz Twp,8,28,0
Lac qui Parle,Arena Twp,12,57,0
Lac qui Parle,Augusta Twp,25,38,0
Lac qui Parle,Baxter Twp,44,65,0
Lac qui Parle,Bellingham,28,35,0
Lac qui Parle,Boyd,23,44,0
Lac qui Parle,Camp Release Twp,36,119,0
Lac qui Parle,Cerro Gordo Twp,40,72,0
Lac qui Parle,Dawson,332,376,0
Lac qui Parle,Freeland Twp,13,50,0
Lac qui Parle,Garfield Twp,20,51,0
Lac qui Parle,Hamlin Twp,31,53,0
Lac qui Parle,Hantho Twp,23,39,0
Lac qui Parle,Lac Qui Parle Twp,41,62,0
Lac qui Parle,Lake Shore Twp,44,71,0
Lac qui Parle,Louisburg,8,15,0
Lac qui Parle,Madison,320,445,0
Lac qui Parle,Madison Twp,30,83,0
Lac qui Parle,Manfred Twp,16,29,0
Lac qui Parle,Marietta,22,41,0
Lac qui Parle,Maxwell Twp,28,68,0
Lac qui Parle,Mehurin Twp,18,18,0
Lac qui Parle,Nassau,6,28,0
Lac qui Parle,Perry Twp,6,46,0
Lac qui Parle,Providence Twp,32,58,0
Lac qui Parle,Riverside Twp,61,113,0
Lac qui Parle,Ten Mile Lake Twp,20,55,0
Lac qui Parle,Walter Twp,11,58,0
Lac qui Parle,Yellow Bank Twp,7,76,0
Lake,Beaver Bay,23,53,0
Lake,Beaver Bay Twp P-1,67,106,0
Lake,Beaver Bay Twp P-4,75,70,0
Lake,Crystal Bay Twp,136,85,0
Lake,Fall Lake Twp,231,207,0
